id,word,type,label
21681,want,O,20
21682,sum,O,20
21683,steak,O,20
21684,!,O,20

21685,George,B-person,6
21686,Hitchcock,I-person,16
21687,",",O,20
21688,Kayak,B-person,6
21689,Magazine,I-person,16
21690,Founder,O,20
21691,",",O,20
21692,Dies,O,20
21693,at,O,20
21694,96,O,20
21695,:,O,20
21696,George,B-person,6
21697,Parks,I-person,16
21698,Hitchcock,I-person,16
21699,was,O,20
21700,born,O,20
21701,on,O,20
21702,June,O,20
21703,2,O,20
21704,",",O,20
21705,1914,O,20
21706,",",O,20
21707,in,O,20
21708,Ho,O,20
21709,...,O,20
21710,http://tinyurl.com/249srz6,O,20

21711,I,O,20
21712,think,O,20
21713,i,O,20
21714,might,O,20
21715,get,O,20
21716,"8,000",O,20
21717,tweets,O,20
21718,today,O,20

21719,RT,O,20
21720,@dengshot,O,20
21721,Mochi,O,20
21722,waffles,O,20
21723,!,O,20
21724,@,O,20
21725,new,B-facility,1
21726,Teaze,I-facility,11
21727,cafe,I-facility,11
21728,by,O,20
21729,the,O,20
21730,library,O,20
21731,!,O,20
21732,Try,O,20
21733,two,O,20
21734,for,O,20
21735,$4,O,20
21736,w/,O,20
21737,today,O,20
21738,'s,O,20
21739,#IndulgeLivingVA,O,20
21740,deal,O,20
21741,!,O,20
21742,http://tinyurl.com/2fd6yba,O,20

21743,#thiswomaniscrazy,O,20
21744,she,O,20
21745,speeding,O,20
21746,on,O,20
21747,the,O,20
21748,highway,O,20
21749,tryna,O,20
21750,catch,O,20
21751,to,O,20
21752,a,O,20
21753,car,O,20
21754,that,O,20
21755,cut,O,20
21756,her,O,20
21757,off,O,20
21758,10mins,O,20
21759,ago,O,20
21760,while,O,20
21761,waving,O,20
21762,a,O,20
21763,bat,O,20
21764,!,O,20

21765,With,O,20
21766,Kirsten,B-person,6
21767,(,O,20
21768,:,O,20
21769,going,O,20
21770,to,O,20
21771,Dicks,B-facility,1
21772,tonight,O,20
21773,.,O,20

21774,A,O,20
21775,guy,O,20
21776,at,O,20
21777,work,O,20
21778,calls,O,20
21779,me,O,20
21780,Larry,B-person,6
21781,Bird,I-person,16
21782,when,O,20
21783,I,O,20
21784,shoot,O,20
21785,hoops,O,20
21786,in,O,20
21787,the,O,20
21788,break,O,20
21789,room,O,20
21790,.,O,20
21791,Should,O,20
21792,I,O,20
21793,call,O,20
21794,him,O,20
21795,Joel,B-person,6
21796,Ward,I-person,16
21797,if,O,20
21798,he,O,20
21799,'s,O,20
21800,playing,O,20
21801,air,O,20
21802,hockey,O,20
21803,?,O,20
21804,#profiling,O,20
21805,.,O,20

21806,@LinnySmit,O,20
21807,Linny,O,20
21808,Linny,O,20
21809,Linny,O,20
21810,.,O,20
21811,U,O,20
21812,are,O,20
21813,something,O,20
21814,lady,O,20
21815,...,O,20
21816,Well,O,20
21817,that,O,20
21818,story,O,20
21819,has,O,20
21820,been,O,20
21821,on,O,20
21822,hold,O,20
21823,for,O,20
21824,weeks,O,20
21825,now,O,20
21826,hasn't,O,20
21827,it,O,20
21828,?,O,20
21829,I,O,20
21830,want,O,20
21831,to,O,20
21832,get,O,20
21833,on,O,20
21834,it,O,20
21835,this,O,20
21836,&gt;,O,20
21837,&gt;,O,20

21838,Tonight,O,20
21839,!,O,20
21840,Homemade,O,20
21841,ice,O,20
21842,cream,O,20
21843,flights,O,20
21844,--,O,20
21845,try,O,20
21846,3,O,20
21847,of,O,20
21848,chef,O,20
21849,Tim,B-person,6
21850,'s,O,20
21851,boozy,O,20
21852,ice,O,20
21853,cream,O,20
21854,creations,O,20
21855,!,O,20

21856,And,O,20
21857,#nowplaying,O,20
21858,With,B-other,5
21859,You,I-other,15
21860,-,O,20
21861,Delirious,B-musicartist,4
21862,?,O,20
21863,[,O,20
21864,World,O,20
21865,Service,O,20
21866,],O,20
21867,May,O,20
21868,our,O,20
21869,Lord,B-person,6
21870,Jesus,I-person,16
21871,be,O,20
21872,with,O,20
21873,u,O,20
21874,",",O,20
21875,watching,O,20
21876,over,O,20
21877,&amp;,O,20
21878,directing,O,20
21879,u,O,20
21880,.,O,20
21881,Have,O,20
21882,a,O,20
21883,lovely,O,20
21884,night,O,20
21885,",",O,20
21886,all,O,20
21887,!,O,20

21888,going,O,20
21889,to,O,20
21890,have,O,20
21891,to,O,20
21892,go,O,20
21893,to,O,20
21894,bed,O,20
21895,before,O,20
21896,i,O,20
21897,cry,O,20
21898,.,O,20
21899,wish,O,20
21900,you,O,20
21901,would,O,20
21902,make,O,20
21903,an,O,20
21904,effort,O,20
21905,to,O,20
21906,be,O,20
21907,there,O,20
21908,for,O,20
21909,me,O,20
21910,like,O,20
21911,i,O,20
21912,am,O,20
21913,for,O,20
21914,you,O,20
21915,.,O,20

21916,RT,O,20
21917,@WakaFlocka1017,O,20
21918,:,O,20
21919,SO,O,20
21920,WHEN,O,20
21921,I,O,20
21922,GET,O,20
21923,ON,O,20
21924,106,O,20
21925,N,O,20
21926,JOKE,O,20
21927,AROUND,O,20
21928,YALL,O,20
21929,TALK,O,20
21930,ABOUT,O,20
21931,ME,O,20
21932,LIKE,O,20
21933,A,O,20
21934,DOG,O,20
21935,SHAWTY,O,20
21936,BUT,O,20
21937,WHEN,O,20
21938,I,O,20
21939,BUY,O,20
21940,"30,000",O,20
21941,WORTH,O,20
21942,SCHOOL,O,20
21943,SUPPLY,O,20
21944,N,O,20
21945,...,O,20

21946,@bougiemagazine,O,20
21947,You,O,20
21948,are,O,20
21949,really,O,20
21950,showing,O,20
21951,out,O,20
21952,today,O,20
21953,lol,O,20
21954,.,O,20

21955,@barbieryan,O,20
21956,I,O,20
21957,get,O,20
21958,to,O,20
21959,tomorrow,O,20
21960,!,O,20
21961,Oh,O,20
21962,wait....I'm,O,20
21963,getting,O,20
21964,my,O,20
21965,hair,O,20
21966,cut,O,20
21967,...,O,20
21968,fail,O,20

21969,Ceremony,O,20
21970,Sunday,O,20
21971,to,O,20
21972,mark,O,20
21973,Battle,B-other,5
21974,of,I-other,15
21975,Britain,I-other,15
21976,http://dlvr.it/5RhwW,O,20

21977,What,O,20
21978,do,O,20
21979,you,O,20
21980,do,O,20
21981,when,O,20
21982,you're,O,20
21983,stuck,O,20
21984,because,O,20
21985,the,O,20
21986,one,O,20
21987,that,O,20
21988,you,O,20
21989,love,O,20
21990,Has,O,20
21991,pushed,O,20
21992,you,O,20
21993,away,O,20
21994,",",O,20
21995,And,O,20
21996,you,O,20
21997,can't,O,20
21998,deal,O,20
21999,with,O,20
22000,the,O,20
22001,pain,O,20
22002,.,O,20

22003,@MixedUpMatty,O,20
22004,he,O,20
22005,should,O,20
22006,be,O,20
22007,out,O,20
22008,wednesday,O,20
22009,..,O,20

22010,@carolermp,O,20
22011,;),O,20
22012,did,O,20
22013,you,O,20
22014,read,O,20
22015,about,O,20
22016,my,O,20
22017,mealworm,O,20
22018,prank,O,20
22019,the,O,20
22020,other,O,20
22021,day,O,20
22022,?,O,20
22023,;),O,20

22024,@jenniehales,O,20
22025,wat,O,20
22026,u,O,20
22027,up,O,20
22028,to,O,20
22029,tonite,O,20
22030,.,O,20
22031,My,O,20
22032,mob,O,20
22033,won't,O,20
22034,let,O,20
22035,me,O,20
22036,txt,O,20
22037,fs,O,20
22038,.,O,20
22039,Xxx,O,20

22040,GUYS,O,20
22041,IF,O,20
22042,YOU,O,20
22043,WNNA,O,20
22044,BE,O,20
22045,IN,O,20
22046,AN,O,20
22047,AWESOME,O,20
22048,FAN,O,20
22049,BOOK,O,20
22050,.,O,20
22051,TWEET,O,20
22052,@JedwardsAngel,O,20
22053,AND,O,20
22054,WE'LL,O,20
22055,SORT,O,20
22056,IT,O,20
22057,OUT,O,20
22058,.,O,20
22059,WE'VE,O,20
22060,GOT,O,20
22061,15COOOOL,O,20
22062,IDEAS,O,20
22063,WHEN,O,20
22064,WE,O,20
22065,SEE,O,20
22066,THEM,O,20
22067,!:,O,20
22068,D,O,20

22069,RT,O,20
22070,@iSplashInYoMouf,O,20
22071,:,O,20
22072,RE*TWEET,O,20
22073,IF,O,20
22074,YOU,O,20
22075,DRINKING,O,20
22076,TONIGHT,O,20
22077,?,O,20

22078,Serious,B-company,0
22079,Eats,I-company,10
22080,:,O,20
22081,Leftovers,O,20
22082,:,O,20
22083,The,O,20
22084,Day,O,20
22085,'s,O,20
22086,Stray,O,20
22087,Links,O,20
22088,#Food,O,20
22089,http://portfo.li/t/7/rjE,O,20

22090,RT,O,20
22091,@Lexus4u,O,20
22092,:,O,20
22093,OK,O,20
22094,SO,O,20
22095,WE,O,20
22096,ARE,O,20
22097,HAVING,O,20
22098,A,O,20
22099,POOL,O,20
22100,PARTY,O,20
22101,TONITE,O,20
22102,",",O,20
22103,HOPEFULLY,O,20
22104,I,O,20
22105,CAN,O,20
22106,C,O,20
22107,SUM,O,20
22108,EYE,O,20
22109,CANDY,O,20
22110,!,O,20
22111,LOL,O,20

22112,My,O,20
22113,mama,O,20
22114,just,O,20
22115,surprised,O,20
22116,me,O,20
22117,on,O,20
22118,ring,O,20
22119,day,O,20
22120,!!,O,20
22121,Ahh,O,20
22122,today,O,20
22123,just,O,20
22124,got,O,20
22125,so,O,20
22126,much,O,20
22127,better,O,20
22128,!,O,20

22129,Day,O,20
22130,27,O,20
22131,-,O,20
22132,Day,O,20
22133,27-,O,20
22134,Why,O,20
22135,are,O,20
22136,you,O,20
22137,doing,O,20
22138,this,O,20
22139,30,O,20
22140,day,O,20
22141,challenge,O,20
22142,im,O,20
22143,doing,O,20
22144,this,O,20
22145,because,O,20
22146,i,O,20
22147,am,O,20
22148,bored,O,20
22149,:),O,20
22150,http://tumblr.com/xooiuell3,O,20

22151,@Wes0010,O,20
22152,good,O,20
22153,idea,O,20
22154,!,O,20
22155,i,O,20
22156,have,O,20
22157,some,O,20
22158,i,O,20
22159,found,O,20
22160,in,O,20
22161,the,O,20
22162,golf,O,20
22163,bag,O,20
22164,i,O,20
22165,just,O,20
22166,received,O,20
22167,from,O,20
22168,my,O,20
22169,aunt,O,20
22170,who,O,20
22171,died,O,20
22172,21,O,20
22173,years,O,20
22174,ago,O,20
22175,!,O,20

22176,Its,O,20
22177,3,O,20
22178,o'clock,O,20
22179,on,O,20
22180,my,O,20
22181,first,O,20
22182,day,O,20
22183,in,O,20
22184,Vegas,B-geo-loc,2
22185,and,O,20
22186,I,O,20
22187,am,O,20
22188,already,O,20
22189,drunk,O,20
22190,and,O,20
22191,just,O,20
22192,sang,O,20
22193,meatloaf,B-person,6
22194,at,O,20
22195,karoke,O,20
22196,.,O,20

22197,@Emmas76,O,20
22198,have,O,20
22199,i,O,20
22200,missed,O,20
22201,anything,O,20
22202,these,O,20
22203,last,O,20
22204,2,O,20
22205,weeks-,O,20
22206,how,O,20
22207,'s,O,20
22208,music,O,20
22209,practice,O,20
22210,going,O,20
22211,?,O,20

22212,@DudeImSuchATeen,O,20
22213,Ooo,O,20
22214,I,O,20
22215,do,O,20
22216,!!,O,20
22217,It,O,20
22218,would,O,20
22219,make,O,20
22220,THiS,O,20
22221,day,O,20
22222,better,O,20
22223,:-/,O,20

22224,@xiaomai_,O,20
22225,Kom,O,20
22226,deze,O,20
22227,maand,O,20
22228,denk,O,20
22229,ik,O,20
22230,niet,O,20
22231,",",O,20
22232,next,O,20
22233,week,O,20
22234,Parijs,O,20
22235,",",O,20
22236,en,O,20
22237,allemaal,O,20
22238,toetsen,O,20
22239,en,O,20
22240,presentaties,O,20
22241,enzo,O,20
22242,&gt;,O,20
22243,.,O,20
22244,&lt;,O,20
22245,'....,O,20

22246,Well,O,20
22247,had,O,20
22248,the,O,20
22249,weigh,O,20
22250,in,O,20
22251,today,O,20
22252,.,O,20
22253,I've,O,20
22254,lost,O,20
22255,a,O,20
22256,pound,O,20
22257,!!!,O,20
22258,I've,O,20
22259,had,O,20
22260,no,O,20
22261,alcohol,O,20
22262,",",O,20
22263,no,O,20
22264,puddings,O,20
22265,",",O,20
22266,no,O,20
22267,crisps,O,20
22268,",",O,20
22269,no,O,20
22270,chocolate,O,20
22271,&amp;,O,20
22272,I've,O,20
22273,only,O,20
22274,lost,O,20
22275,a,O,20
22276,pound,O,20
22277,!!!!!,O,20

22278,@maeband,O,20
22279,I'm,O,20
22280,so,O,20
22281,excited,O,20
22282,to,O,20
22283,see,O,20
22284,you,O,20
22285,guys,O,20
22286,on,O,20
22287,Oct,O,20
22288,.,O,20
22289,12th,O,20
22290,at,O,20
22291,the,O,20
22292,Southgate,B-facility,1
22293,House,I-facility,11
22294,!,O,20
22295,I've,O,20
22296,been,O,20
22297,listening,O,20
22298,to,O,20
22299,you,O,20
22300,since,O,20
22301,D,O,20
22302,:,O,20
22303,B,O,20
22304,.,O,20
22305,Your,O,20
22306,so,O,20
22307,amazing,O,20
22308,!!,O,20

22309,been,O,20
22310,listenin,O,20
22311,to,O,20
22312,trey,B-person,6
22313,alllll,O,20
22314,week,O,20
22315,...,O,20
22316,can,O,20
22317,u,O,20
22318,luv,O,20
22319,someone,O,20
22320,u,O,20
22321,never,O,20
22322,met,O,20
22323,??,O,20
22324,bcuz,O,20
22325,i,O,20
22326,think,O,20
22327,im,O,20
22328,in,O,20
22329,luv,O,20
22330,yeeuuuuppp,O,20
22331,!!!,O,20

22332,Last,O,20
22333,day,O,20

22334,#birdgang,O,20
22335,in,O,20
22336,full,O,20
22337,force,O,20
22338,!!!,O,20
22339,Sunday,O,20
22340,10:00,O,20
22341,am,O,20
22342,get,O,20
22343,yo,O,20
22344,popcorn,O,20
22345,ready,O,20
22346,@ddockett,O,20
22347,will,O,20
22348,dominate,O,20
22349,!,O,20

22350,well,O,20
22351,my,O,20
22352,700th,O,20
22353,tweet,O,20
22354,was,O,20
22355,3,O,20
22356,tweets,O,20
22357,ago,O,20
22358,.,O,20

22359,gym,O,20
22360,tonight,O,20
22361,because,O,20
22362,I,O,20
22363,was,O,20
22364,a,O,20
22365,slacker,O,20
22366,last,O,20
22367,night,O,20
22368,and,O,20
22369,went,O,20
22370,out,O,20
22371,to,O,20
22372,dinner,O,20
22373,instead,O,20
22374,of,O,20
22375,working,O,20
22376,out,O,20
22377,#fb,O,20

22378,"'""",O,20
22379,come,O,20
22380,on,O,20
22381,its,O,20
22382,Friday,O,20
22383,night,O,20
22384,...,O,20
22385,shes,O,20
22386,dreaming,O,20
22387,whoa,O,20
22388,oh,O,20
22389,oh,O,20
22390,oh,O,20
22391,dreaming,O,20
22392,of,O,20
22393,a,O,20
22394,weekend,O,20
22395,whoa,O,20
22396,oh,O,20
22397,oh,O,20
22398,oh,O,20
22399,"""'",O,20

22400,@terryronald,O,20
22401,Hello,O,20
22402,mate,O,20
22403,hows,O,20
22404,you,O,20
22405,?,O,20
22406,Long,O,20
22407,time,O,20
22408,no,O,20
22409,tweet,O,20
22410,What,O,20
22411,you,O,20
22412,been,O,20
22413,up,O,20
22414,to,O,20
22415,?,O,20
22416,Hows,O,20
22417,the,O,20
22418,book,O,20
22419,?,O,20

22420,Bouncing,O,20
22421,my,O,20
22422,ass,O,20
22423,like,O,20
22424,thrs,O,20
22425,no,O,20
22426,tomorrow,O,20

22427,RT,O,20
22428,@iLL87WiLL,O,20
22429,:,O,20
22430,When,O,20
22431,trey,B-person,6
22432,songz,I-person,16
22433,was,O,20
22434,a,O,20
22435,kid,O,20
22436,his,O,20
22437,mother,O,20
22438,probably,O,20
22439,went,O,20
22440,did,O,20
22441,you,O,20
22442,do,O,20
22443,your,O,20
22444,homework,O,20
22445,?,O,20
22446,And,O,20
22447,he,O,20
22448,probably,O,20
22449,went,O,20
22450,#YUPPP,O,20
22451,lol,O,20

22452,Dear,O,20
22453,sun,O,20
22454,",",O,20
22455,it,O,20
22456,'s,O,20
22457,approaching,O,20
22458,the,O,20
22459,end,O,20
22460,of,O,20
22461,September,O,20
22462,and,O,20
22463,seriously,O,20
22464,",",O,20
22465,you're,O,20
22466,still,O,20
22467,unbearable,O,20
22468,.,O,20
22469,Give,O,20
22470,Arizona,B-geo-loc,2
22471,a,O,20
22472,break,O,20
22473,.,O,20
22474,Love,O,20
22475,",",O,20
22476,Mackenna,B-person,6

22477,@since1938,O,20
22478,@Kimmiecoomd,O,20
22479,Kudos,O,20
22480,to,O,20
22481,them,O,20
22482,",",O,20
22483,Lois,B-person,6
22484,was,O,20
22485,always,O,20
22486,&quot;,O,20
22487,there,O,20
22488,'s,O,20
22489,something,O,20
22490,about,O,20
22491,you,O,20
22492,..,O,20
22493,whatever,O,20
22494,tell,O,20
22495,me,O,20
22496,when,O,20
22497,you're,O,20
22498,ready,O,20
22499,&quot;,O,20
22500,thing,O,20
22501,.,O,20

22502,RT,O,20
22503,@MirandaBuzz,O,20
22504,:,O,20
22505,Last,O,20
22506,day,O,20
22507,of,O,20
22508,this,O,20
22509,season,O,20
22510,!!!,O,20
22511,Next,O,20
22512,season,O,20
22513,I,O,20
22514,hope,O,20
22515,I'm,O,20
22516,driving,O,20
22517,myself,O,20
22518,to,O,20
22519,work,O,20
22520,!,O,20
22521,Gonna,O,20
22522,miss,O,20
22523,everybody,O,20
22524,like,O,20
22525,crazy,O,20
22526,:),O,20

22527,@Mys_Perdita,O,20
22528,ha,O,20
22529,ye,O,20
22530,theyr,O,20
22531,may,O,20
22532,be,O,20
22533,severe,O,20
22534,consiquences,O,20
22535,of,O,20
22536,our,O,20
22537,meeting,O,20
22538,like,O,20
22539,the,O,20
22540,waypeople,O,20
22541,talk,O,20
22542,bout,O,20
22543,theday,O,20
22544,sum1,O,20
22545,told,O,20
22546,adolf,O,20
22547,he,O,20
22548,wasnt,O,20
22549,blond,O,20
22550,enuf,O,20
22551,:,O,20
22552,S,O,20

22553,@SofieB_,O,20
22554,Hah,O,20
22555,!,O,20
22556,That,O,20
22557,'s,O,20
22558,the,O,20
22559,one,O,20
22560,programme,O,20
22561,my,O,20
22562,dad,O,20
22563,and,O,20
22564,I,O,20
22565,watch,O,20
22566,together,O,20
22567,every,O,20
22568,week,O,20
22569,!,O,20

22570,Are,O,20
22571,you,O,20
22572,ready,O,20
22573,for,O,20
22574,the,O,20
22575,shield,O,20
22576,game,O,20
22577,tonight,O,20
22578,at,O,20
22579,7,O,20
22580,?,O,20

22581,Friday,O,20
22582,night,O,20
22583,is,O,20
22584,the,O,20
22585,best,O,20
22586,cus,O,20
22587,u,O,20
22588,know,O,20
22589,the,O,20
22590,nest,O,20
22591,day,O,20
22592,u,O,20
22593,can,O,20
22594,rest,O,20
22595,!!!!!,O,20
22596,:D,O,20

22597,Honestly,O,20
22598,what,O,20
22599,is,O,20
22600,wrong,O,20
22601,with,O,20
22602,kids,O,20
22603,today,O,20
22604,.,O,20
22605,On,O,20
22606,a,O,20
22607,packed,O,20
22608,t,O,20
22609,and,O,20
22610,there,O,20
22611,are,O,20
22612,2,O,20
22613,older,O,20
22614,ppl,O,20
22615,(,O,20
22616,1,O,20
22617,w/,O,20
22618,a,O,20
22619,cane,O,20
22620,mind,O,20
22621,you,O,20
22622,),O,20
22623,and,O,20
22624,nobody,O,20
22625,gets,O,20
22626,up,O,20
22627,to,O,20
22628,let,O,20
22629,them,O,20
22630,sit,O,20
22631,!!,O,20

22632,I'm,O,20
22633,being,O,20
22634,stalked,O,20
22635,by,O,20
22636,@thisisiceland,O,20
22637,.,O,20
22638,I,O,20
22639,saw,O,20
22640,this,O,20
22641,when,O,20
22642,I,O,20
22643,opened,O,20
22644,flipboard,B-company,0
22645,just,O,20
22646,now,O,20
22647,.,O,20
22648,http://yfrog.com/eir70oj,O,20

22649,Our,O,20
22650,Favorite,O,20
22651,YouTube,B-company,0
22652,Videos,O,20
22653,This,O,20
22654,Week,O,20
22655,:,O,20
22656,The,O,20
22657,Drama,O,20
22658,Edition,O,20
22659,http://bit.ly/aYSci6,O,20
22660,|,O,20
22661,mashable,O,20

22662,Very,O,20
22663,bad,O,20
22664,day,O,20
22665,.,O,20

22666,For,O,20
22667,the,O,20
22668,late,O,20
22669,Friday,O,20
22670,p.m.,O,20
22671,crowd,O,20
22672,{,O,20
22673,all,O,20
22674,3,O,20
22675,of,O,20
22676,you},O,20
22677,!,O,20
22678,On,O,20
22679,the,O,20
22680,blog,O,20
22681,today,O,20
22682,...,O,20
22683,Creative,O,20
22684,invitation,O,20
22685,wording,O,20
22686,for,O,20
22687,different,O,20
22688,situations,O,20
22689,!,O,20
22690,http://ow.ly/2G4Bm,O,20

22691,Thank,O,20
22692,you,O,20
22693,for,O,20
22694,all,O,20
22695,your,O,20
22696,support,O,20
22697,.,O,20
22698,Best,O,20
22699,wishes,O,20
22700,from,O,20
22701,DUKETERS'S..have,O,20
22702,a,O,20
22703,nice,O,20
22704,day,O,20

22705,'I,O,20
22706,just,O,20
22707,took,O,20
22708,"""",O,20
22709,After,O,20
22710,getting,O,20
22711,trampled,O,20
22712,at,O,20
22713,a,O,20
22714,Justin,B-person,6
22715,Bieber,I-person,16
22716,concert,O,20
22717,",",O,20
22718,yoiu,O,20
22719,wake,O,20
22720,up,O,20
22721,and,O,20
22722,"...""",O,20
22723,and,O,20
22724,got,O,20
22725,:,O,20
22726,Part,O,20
22727,1,O,20
22728,:),O,20
22729,!,O,20
22730,Try,O,20
22731,it,O,20
22732,:,O,20
22733,http://tinyurl.com/3alx5up',O,20

22734,cant,O,20
22735,believe,O,20
22736,her,O,20
22737,brother,O,20
22738,is,O,20
22739,leaving,O,20
22740,for,O,20
22741,uni,O,20
22742,tomorrow,O,20
22743,!,O,20
22744,He,O,20
22745,'s,O,20
22746,taking,O,20
22747,all,O,20
22748,the,O,20
22749,best,O,20
22750,dvds,O,20
22751,!,O,20

22752,You,O,20
22753,know,O,20
22754,you,O,20
22755,should,O,20
22756,be,O,20
22757,living,O,20
22758,somewhere,O,20
22759,when,O,20
22760,you,O,20
22761,know,O,20
22762,that,O,20
22763,place,O,20
22764,front,O,20
22765,and,O,20
22766,back,O,20
22767,without,O,20
22768,living,O,20
22769,there,O,20
22770,.,O,20

22771,Yay,O,20
22772,",",O,20
22773,just,O,20
22774,ordered,O,20
22775,new,O,20
22776,tragus,O,20
22777,bars,O,20
22778,:),O,20
22779,Hopefully,O,20
22780,they'll,O,20
22781,arrive,O,20
22782,on,O,20
22783,Monday,O,20

22784,'@jennkorducki,O,20
22785,http://twitpic.com/2pcj44,O,20
22786,-,O,20
22787,Ah,O,20
22788,this,O,20
22789,made,O,20
22790,my,O,20
22791,national,O,20
22792,"""",O,20
22793,holy,O,20
22794,crap,O,20
22795,"""",O,20
22796,day,O,20
22797,even,O,20
22798,better,O,20
22799,:)',O,20

22800,If,O,20
22801,this,O,20
22802,beer,O,20
22803,list,O,20
22804,doesn't,O,20
22805,make,O,20
22806,your,O,20
22807,head,O,20
22808,spin,O,20
22809,",",O,20
22810,it,O,20
22811,will,O,20
22812,tomorrow,O,20
22813,when,O,20
22814,we,O,20
22815,ADD,O,20
22816,MORE,O,20
22817,!...,O,20
22818,http://fb.me/GVhHzbMR,O,20

22819,'@Lovelylanvin,O,20
22820,Oh,O,20
22821,ugh,O,20
22822,.,O,20
22823,Should,O,20
22824,never,O,20
22825,do,O,20
22826,#ff,O,20
22827,before,O,20
22828,coffee,O,20
22829,.,O,20
22830,You,O,20
22831,should,O,20
22832,have,O,20
22833,been,O,20
22834,in,O,20
22835,the,O,20
22836,"""",O,20
22837,tweeps,O,20
22838,who,O,20
22839,are,O,20
22840,friends,O,20
22841,IRL,O,20
22842,"""",O,20
22843,Sorry,O,20
22844,!',O,20

22845,Oh,O,20
22846,before,O,20
22847,I,O,20
22848,forget,O,20
22849,good,O,20
22850,luck,O,20
22851,also,O,20
22852,to,O,20
22853,the,O,20
22854,cherry,O,20
22855,and,O,20
22856,whites,O,20
22857,against,O,20
22858,London,B-sportsteam,8
22859,Irish,I-sportsteam,18
22860,.,O,20
22861,Only,O,20
22862,a,O,20
22863,win,O,20
22864,will,O,20
22865,do,O,20
22866,.,O,20
22867,Gives,O,20
22868,me,O,20
22869,more,O,20
22870,excuses,O,20
22871,to,O,20
22872,celebrate,O,20
22873,!,O,20

22874,@glasgirl,O,20
22875,Lol,O,20
22876,.,O,20
22877,How,O,20
22878,were,O,20
22879,things,O,20
22880,today,O,20
22881,",",O,20
22882,love,O,20
22883,?,O,20

22884,Oh,O,20
22885,my,O,20
22886,goodness,O,20
22887,",",O,20
22888,I,O,20
22889,thought,O,20
22890,by,O,20
22891,Friday,O,20
22892,evening,O,20
22893,one,O,20
22894,'s,O,20
22895,supposed,O,20
22896,to,O,20
22897,breath,O,20
22898,easy,O,20
22899,",",O,20
22900,but,O,20
22901,at,O,20
22902,the,O,20
22903,moment,O,20
22904,this,O,20
22905,is,O,20
22906,sadly,O,20
22907,not,O,20
22908,the,O,20
22909,case,O,20
22910,.,O,20

22911,Here,O,20
22912,we,O,20
22913,go,O,20
22914,",",O,20
22915,Friday,O,20
22916,night,O,20
22917,craziness,O,20

22918,Just,O,20
22919,as,O,20
22920,i,O,20
22921,have,O,20
22922,pointed,O,20
22923,out,O,20
22924,to,O,20
22925,our,O,20
22926,readers-,O,20
22927,The,O,20
22928,Canadian,O,20
22929,Markets,O,20
22930,offer,O,20
22931,so,O,20
22932,much,O,20
22933,opportunity,O,20
22934,.,O,20
22935,Gabriel,B-company,0
22936,Resources,I-company,10
22937,shares,O,20
22938,shoot,O,20
22939,up,O,20
22940,after,O,20
22941,Romania,B-geo-loc,2
22942,mo,O,20

22943,I,O,20
22944,stopped,O,20
22945,listening,O,20
22946,to,O,20
22947,this,O,20
22948,lecture,O,20
22949,like,O,20
22950,20mins,O,20
22951,ago,O,20
22952,...,O,20
22953,#sad,O,20

22954,David,B-person,6
22955,'s,O,20
22956,new,O,20
22957,season,O,20
22958,celery,O,20
22959,@OrfordMarket,O,20
22960,tomorrow,O,20
22961,",",O,20
22962,plus,O,20
22963,local,O,20
22964,apples,O,20
22965,from,O,20
22966,High,B-company,0
22967,House,I-company,10
22968,Farm,I-company,10
22969,=,O,20
22970,mighty,O,20
22971,fine,O,20
22972,local,O,20
22973,Waldorf,O,20
22974,Salad,O,20
22975,.,O,20
22976,Yes,O,20
22977,please,O,20
22978,.,O,20

22979,@xxTeamJosiexx,O,20
22980,Do,O,20
22981,you,O,20
22982,know,O,20
22983,when,O,20
22984,its,O,20
22985,on,O,20
22986,babe,O,20
22987,?,O,20
22988,x,O,20

22989,Seeyas,O,20
22990,all,O,20
22991,in,O,20
22992,a,O,20
22993,week,O,20
22994,.,O,20
22995,Off,O,20
22996,to,O,20
22997,(,O,20
22998,hopefully,O,20
22999,),O,20
23000,a,O,20
23001,slightly,O,20
23002,warmer,O,20
23003,place,O,20
23004,...,O,20
23005,or,O,20
23006,not,O,20
23007,.,O,20
23008,x,O,20

23009,@x_mayy_x,O,20
23010,tu,O,20
23011,vai,O,20
23012,no,O,20
23013,show,O,20
23014,may,O,20
23015,?,O,20

23016,wow,O,20
23017,i,O,20
23018,just,O,20
23019,noticed,O,20
23020,i,O,20
23021,always,O,20
23022,feel,O,20
23023,different,O,20
23024,everyday,O,20
23025,yesterday,O,20
23026,i,O,20
23027,was,O,20
23028,depressed,O,20
23029,",",O,20
23030,and,O,20
23031,today,O,20
23032,im,O,20
23033,happy,O,20
23034,i,O,20
23035,wonder,O,20
23036,wat,O,20
23037,tom,B-person,6
23038,.,O,20
23039,is,O,20
23040,......,O,20
23041,random,O,20
23042,much,O,20
23043,?,O,20

23044,Our,O,20
23045,Favorite,O,20
23046,YouTube,B-company,0
23047,Videos,O,20
23048,This,O,20
23049,Week,O,20
23050,:,O,20
23051,The,O,20
23052,Drama,O,20
23053,Edition,O,20
23054,:,O,20
